epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,236.268,1.6768,0.72182,0.97195,0.99129,0.99791,0.995,0.57997,1.53363,0.76846,0.93372,0.000847336,0.000847336,0.000847336
151,238.025,1.53183,0.73524,1.03878,0.99129,0.99791,0.995,0.57997,1.53363,0.76846,0.93372,0.000841835,0.000841835,0.000841835
152,240.642,1.47741,0.7406,0.90989,0.99137,0.99821,0.995,0.57159,1.52473,0.73656,0.93367,0.000836334,0.000836334,0.000836334
153,242.415,1.59281,0.7053,0.93746,0.99137,0.99821,0.995,0.57159,1.52473,0.73656,0.93367,0.000830833,0.000830833,0.000830833
154,243.733,1.57942,0.70133,0.96196,0.99137,0.99821,0.995,0.57159,1.52473,0.73656,0.93367,0.000825332,0.000825332,0.000825332
155,245.493,1.56361,0.71575,0.93076,0.99137,0.99821,0.995,0.57159,1.52473,0.73656,0.93367,0.000819831,0.000819831,0.000819831
156,248.968,1.4901,0.68335,0.94657,0.99256,0.99408,0.995,0.57715,1.52586,0.72906,0.93495,0.000814329,0.000814329,0.000814329
157,250.872,1.48501,0.68311,0.96129,0.99256,0.99408,0.995,0.57715,1.52586,0.72906,0.93495,0.000808828,0.000808828,0.000808828
158,252.641,1.67249,0.70046,0.956,0.99256,0.99408,0.995,0.57715,1.52586,0.72906,0.93495,0.000803327,0.000803327,0.000803327
159,254.243,1.48138,0.70645,0.90217,0.99256,0.99408,0.995,0.57715,1.52586,0.72906,0.93495,0.000797826,0.000797826,0.000797826
160,256.823,1.62207,0.72864,1.04994,0.99087,0.99621,0.995,0.59495,1.48292,0.72839,0.92305,0.000792325,0.000792325,0.000792325
161,258.616,1.49316,0.65941,0.92144,0.99087,0.99621,0.995,0.59495,1.48292,0.72839,0.92305,0.000786824,0.000786824,0.000786824
162,261.004,1.58398,0.71666,0.92806,0.99087,0.99621,0.995,0.59495,1.48292,0.72839,0.92305,0.000781323,0.000781323,0.000781323
163,262.757,1.58481,0.7038,0.9431,0.99087,0.99621,0.995,0.59495,1.48292,0.72839,0.92305,0.000775822,0.000775822,0.000775822
164,265.636,1.56489,0.68517,0.94573,0.99132,1,0.995,0.58252,1.51533,0.70951,0.92965,0.000770321,0.000770321,0.000770321
165,267.497,1.47234,0.67731,0.902,0.99132,1,0.995,0.58252,1.51533,0.70951,0.92965,0.00076482,0.00076482,0.00076482
166,269.876,1.59607,0.69367,1.00005,0.99132,1,0.995,0.58252,1.51533,0.70951,0.92965,0.000759318,0.000759318,0.000759318
167,271.592,1.50189,0.69112,0.90183,0.99132,1,0.995,0.58252,1.51533,0.70951,0.92965,0.000753817,0.000753817,0.000753817
168,274.323,1.62211,0.75646,0.93993,0.9914,0.99869,0.995,0.56917,1.5496,0.70453,0.94187,0.000748316,0.000748316,0.000748316
169,276.218,1.56602,0.71986,0.94183,0.9914,0.99869,0.995,0.56917,1.5496,0.70453,0.94187,0.000742815,0.000742815,0.000742815
170,277.958,1.59401,0.74173,0.90366,0.9914,0.99869,0.995,0.56917,1.5496,0.70453,0.94187,0.000737314,0.000737314,0.000737314
171,280.467,1.47595,0.69607,0.92083,0.9914,0.99869,0.995,0.56917,1.5496,0.70453,0.94187,0.000731813,0.000731813,0.000731813
172,283.273,1.5237,0.7124,0.91315,0.99485,0.99649,0.995,0.568,1.51729,0.69348,0.93948,0.000726312,0.000726312,0.000726312
173,285.587,1.41236,0.65384,0.89729,0.99485,0.99649,0.995,0.568,1.51729,0.69348,0.93948,0.000720811,0.000720811,0.000720811
174,287.16,1.40187,0.65196,0.89638,0.99485,0.99649,0.995,0.568,1.51729,0.69348,0.93948,0.00071531,0.00071531,0.00071531
175,289.006,1.53116,0.81203,0.91722,0.99485,0.99649,0.995,0.568,1.51729,0.69348,0.93948,0.000709809,0.000709809,0.000709809
176,291.879,1.44897,0.70416,0.91882,0.99796,0.99813,0.995,0.57132,1.49423,0.70121,0.92934,0.000704307,0.000704307,0.000704307
177,293.792,1.44056,0.6547,0.94308,0.99796,0.99813,0.995,0.57132,1.49423,0.70121,0.92934,0.000698806,0.000698806,0.000698806
178,296.167,1.53076,0.68959,0.91215,0.99796,0.99813,0.995,0.57132,1.49423,0.70121,0.92934,0.000693305,0.000693305,0.000693305
179,298.072,1.5593,0.68194,0.97492,0.99796,0.99813,0.995,0.57132,1.49423,0.70121,0.92934,0.000687804,0.000687804,0.000687804
180,301.045,1.62515,0.7122,0.97016,0.99673,1,0.995,0.57981,1.4899,0.68965,0.92532,0.000682303,0.000682303,0.000682303
181,302.864,1.52537,0.65005,0.95909,0.99673,1,0.995,0.57981,1.4899,0.68965,0.92532,0.000676802,0.000676802,0.000676802
182,304.773,1.5174,0.69476,0.95827,0.99673,1,0.995,0.57981,1.4899,0.68965,0.92532,0.000671301,0.000671301,0.000671301
183,306.59,1.53239,0.65694,0.93581,0.99673,1,0.995,0.57981,1.4899,0.68965,0.92532,0.0006658,0.0006658,0.0006658
184,309.478,1.49874,0.65046,0.94478,0.99457,1,0.995,0.56543,1.52464,0.6745,0.93215,0.000660299,0.000660299,0.000660299
185,311.203,1.45512,0.6342,0.89718,0.99457,1,0.995,0.56543,1.52464,0.6745,0.93215,0.000654798,0.000654798,0.000654798
186,312.995,1.43945,0.70889,1.06152,0.99457,1,0.995,0.56543,1.52464,0.6745,0.93215,0.000649297,0.000649297,0.000649297
187,314.521,1.35411,0.67408,1.03721,0.99457,1,0.995,0.56543,1.52464,0.6745,0.93215,0.000643795,0.000643795,0.000643795
188,317.593,1.62713,0.69533,0.8931,0.99727,1,0.995,0.56337,1.54187,0.67279,0.94137,0.000638294,0.000638294,0.000638294
189,319.11,1.47274,0.66343,0.95378,0.99727,1,0.995,0.56337,1.54187,0.67279,0.94137,0.000632793,0.000632793,0.000632793
190,321.049,1.33723,0.6604,0.99036,0.99727,1,0.995,0.56337,1.54187,0.67279,0.94137,0.000627292,0.000627292,0.000627292
191,322.29,1.543,0.70789,0.88782,0.99727,1,0.995,0.56337,1.54187,0.67279,0.94137,0.000621791,0.000621791,0.000621791
192,325.832,1.58385,0.68361,0.86118,0.99809,0.99812,0.995,0.58203,1.5125,0.67499,0.93889,0.00061629,0.00061629,0.00061629
193,327.719,1.50686,0.6958,0.98323,0.99809,0.99812,0.995,0.58203,1.5125,0.67499,0.93889,0.000610789,0.000610789,0.000610789
194,329.511,1.63996,0.75125,1.01324,0.99809,0.99812,0.995,0.58203,1.5125,0.67499,0.93889,0.000605288,0.000605288,0.000605288
195,330.849,1.48941,0.65923,0.95324,0.99809,0.99812,0.995,0.58203,1.5125,0.67499,0.93889,0.000599787,0.000599787,0.000599787
196,333.36,1.39439,0.65955,0.94983,0.99638,0.99239,0.995,0.61238,1.44446,0.68414,0.92168,0.000594286,0.000594286,0.000594286
197,335.352,1.56257,0.70475,0.90987,0.99638,0.99239,0.995,0.61238,1.44446,0.68414,0.92168,0.000588784,0.000588784,0.000588784
198,336.908,1.54978,0.73301,0.9649,0.99638,0.99239,0.995,0.61238,1.44446,0.68414,0.92168,0.000583283,0.000583283,0.000583283
199,338.841,1.55505,0.66742,0.9304,0.99638,0.99239,0.995,0.61238,1.44446,0.68414,0.92168,0.000577782,0.000577782,0.000577782
200,342.142,1.51624,0.68228,0.95936,0.99275,0.9875,0.99464,0.59035,1.44893,0.69795,0.91943,0.000572281,0.000572281,0.000572281
201,344.185,1.51887,0.67345,0.97925,0.99275,0.9875,0.99464,0.59035,1.44893,0.69795,0.91943,0.00056678,0.00056678,0.00056678
202,346.09,1.40963,0.64846,0.95255,0.99275,0.9875,0.99464,0.59035,1.44893,0.69795,0.91943,0.000561279,0.000561279,0.000561279
203,347.773,1.52358,0.66027,0.91638,0.99275,0.9875,0.99464,0.59035,1.44893,0.69795,0.91943,0.000555778,0.000555778,0.000555778
204,350.278,1.60755,0.68046,1.00546,0.99318,0.9875,0.99453,0.58656,1.4421,0.70338,0.91877,0.000550277,0.000550277,0.000550277
205,351.948,1.45527,0.66051,0.95459,0.99318,0.9875,0.99453,0.58656,1.4421,0.70338,0.91877,0.000544776,0.000544776,0.000544776
206,354.464,1.49355,0.65913,0.92986,0.99318,0.9875,0.99453,0.58656,1.4421,0.70338,0.91877,0.000539275,0.000539275,0.000539275
207,355.799,1.44667,0.65687,0.95228,0.99318,0.9875,0.99453,0.58656,1.4421,0.70338,0.91877,0.000533773,0.000533773,0.000533773
208,358.229,1.48413,0.69162,0.91266,0.99463,0.99668,0.995,0.60141,1.40805,0.67743,0.91071,0.000528272,0.000528272,0.000528272
209,360.067,1.38112,0.64849,0.89969,0.99463,0.99668,0.995,0.60141,1.40805,0.67743,0.91071,0.000522771,0.000522771,0.000522771
210,361.814,1.49332,0.65975,0.92854,0.99463,0.99668,0.995,0.60141,1.40805,0.67743,0.91071,0.00051727,0.00051727,0.00051727
211,363.626,1.47551,0.65002,0.92407,0.99463,0.99668,0.995,0.60141,1.40805,0.67743,0.91071,0.000511769,0.000511769,0.000511769
212,366.787,1.4349,0.68452,0.90804,0.99856,0.99974,0.995,0.61972,1.38358,0.6535,0.90759,0.000506268,0.000506268,0.000506268
213,368.518,1.57044,0.65162,0.93604,0.99856,0.99974,0.995,0.61972,1.38358,0.6535,0.90759,0.000500767,0.000500767,0.000500767
214,370.117,1.45601,0.66729,0.86411,0.99856,0.99974,0.995,0.61972,1.38358,0.6535,0.90759,0.000495266,0.000495266,0.000495266
215,371.995,1.4568,0.67258,0.98207,0.99856,0.99974,0.995,0.61972,1.38358,0.6535,0.90759,0.000489765,0.000489765,0.000489765
216,375.229,1.40761,0.65063,0.93654,0.99528,0.99575,0.99458,0.62124,1.36329,0.64734,0.90706,0.000484263,0.000484263,0.000484263
217,376.667,1.37246,0.59517,0.93155,0.99528,0.99575,0.99458,0.62124,1.36329,0.64734,0.90706,0.000478762,0.000478762,0.000478762
218,378.066,1.49839,0.66847,1.01295,0.99528,0.99575,0.99458,0.62124,1.36329,0.64734,0.90706,0.000473261,0.000473261,0.000473261
219,379.889,1.49423,0.64808,0.92803,0.99528,0.99575,0.99458,0.62124,1.36329,0.64734,0.90706,0.00046776,0.00046776,0.00046776
220,382.936,1.52009,0.64003,0.96163,0.99876,1,0.995,0.62166,1.34157,0.64232,0.9031,0.000462259,0.000462259,0.000462259
221,384.649,1.4583,0.65333,0.85866,0.99876,1,0.995,0.62166,1.34157,0.64232,0.9031,0.000456758,0.000456758,0.000456758
222,386.218,1.53985,0.65245,0.97961,0.99876,1,0.995,0.62166,1.34157,0.64232,0.9031,0.000451257,0.000451257,0.000451257
223,388.016,1.42608,0.63598,0.94665,0.99876,1,0.995,0.62166,1.34157,0.64232,0.9031,0.000445756,0.000445756,0.000445756
224,391.146,1.40078,0.6286,0.90055,0.99798,0.99701,0.995,0.62631,1.34481,0.64378,0.90177,0.000440255,0.000440255,0.000440255
225,393.11,1.3966,0.63125,0.89272,0.99798,0.99701,0.995,0.62631,1.34481,0.64378,0.90177,0.000434754,0.000434754,0.000434754
226,394.949,1.44088,0.728,0.92147,0.99798,0.99701,0.995,0.62631,1.34481,0.64378,0.90177,0.000429253,0.000429253,0.000429253
227,397.033,1.40026,0.63848,0.95995,0.99798,0.99701,0.995,0.62631,1.34481,0.64378,0.90177,0.000423751,0.000423751,0.000423751
228,399.517,1.44839,0.63833,0.9219,0.99663,0.99689,0.995,0.62213,1.35059,0.64524,0.90219,0.00041825,0.00041825,0.00041825
229,401.165,1.38572,0.61418,0.90355,0.99663,0.99689,0.995,0.62213,1.35059,0.64524,0.90219,0.000412749,0.000412749,0.000412749
230,402.606,1.37436,0.61478,0.93657,0.99663,0.99689,0.995,0.62213,1.35059,0.64524,0.90219,0.000407248,0.000407248,0.000407248
231,404.136,1.41943,0.61272,0.94249,0.99663,0.99689,0.995,0.62213,1.35059,0.64524,0.90219,0.000401747,0.000401747,0.000401747
232,407.207,1.36587,0.64595,0.88358,0.99526,0.9987,0.995,0.6144,1.37153,0.6439,0.90576,0.000396246,0.000396246,0.000396246
233,410.018,1.36473,0.64464,0.95934,0.99526,0.9987,0.995,0.6144,1.37153,0.6439,0.90576,0.000390745,0.000390745,0.000390745
234,411.4,1.41903,0.63709,0.91476,0.99526,0.9987,0.995,0.6144,1.37153,0.6439,0.90576,0.000385244,0.000385244,0.000385244
235,412.783,1.37514,0.62164,0.97947,0.99526,0.9987,0.995,0.6144,1.37153,0.6439,0.90576,0.000379743,0.000379743,0.000379743
236,415.893,1.41473,0.61687,1.00128,0.99712,0.99838,0.995,0.62031,1.38528,0.63846,0.90751,0.000374242,0.000374242,0.000374242
237,417.791,1.38119,0.61788,0.90058,0.99712,0.99838,0.995,0.62031,1.38528,0.63846,0.90751,0.00036874,0.00036874,0.00036874
238,419.791,1.35778,0.64455,0.94001,0.99712,0.99838,0.995,0.62031,1.38528,0.63846,0.90751,0.000363239,0.000363239,0.000363239
239,421.665,1.49163,0.65714,0.86702,0.99712,0.99838,0.995,0.62031,1.38528,0.63846,0.90751,0.000357738,0.000357738,0.000357738
240,424.466,1.44762,0.64065,0.87668,0.99571,0.99958,0.995,0.63456,1.36358,0.63574,0.9032,0.000352237,0.000352237,0.000352237
241,426.044,1.36436,0.61822,0.9796,0.99571,0.99958,0.995,0.63456,1.36358,0.63574,0.9032,0.000346736,0.000346736,0.000346736
242,427.652,1.39908,0.71338,0.9712,0.99571,0.99958,0.995,0.63456,1.36358,0.63574,0.9032,0.000341235,0.000341235,0.000341235
243,429.078,1.43958,0.63597,0.89946,0.99571,0.99958,0.995,0.63456,1.36358,0.63574,0.9032,0.000335734,0.000335734,0.000335734
244,431.602,1.48565,0.64919,0.98793,0.99489,1,0.995,0.63858,1.34718,0.63658,0.89951,0.000330233,0.000330233,0.000330233
245,433.373,1.40693,0.69325,0.95315,0.99489,1,0.995,0.63858,1.34718,0.63658,0.89951,0.000324732,0.000324732,0.000324732
246,434.737,1.43082,0.63963,0.96351,0.99489,1,0.995,0.63858,1.34718,0.63658,0.89951,0.000319231,0.000319231,0.000319231
247,436.467,1.2871,0.59245,0.87523,0.99489,1,0.995,0.63858,1.34718,0.63658,0.89951,0.000313729,0.000313729,0.000313729
248,439.885,1.40224,0.63365,0.971,0.99837,1,0.995,0.63744,1.33908,0.63073,0.89824,0.000308228,0.000308228,0.000308228
249,442.744,1.38888,0.63024,0.90339,0.99837,1,0.995,0.63744,1.33908,0.63073,0.89824,0.000302727,0.000302727,0.000302727
250,445.785,1.32493,0.61627,0.91943,0.99837,1,0.995,0.63744,1.33908,0.63073,0.89824,0.000297226,0.000297226,0.000297226
251,447.162,1.35772,0.6224,0.89179,0.99837,1,0.995,0.63744,1.33908,0.63073,0.89824,0.000291725,0.000291725,0.000291725
252,449.818,1.47606,0.64713,0.92009,0.99841,1,0.995,0.64804,1.31936,0.62579,0.8972,0.000286224,0.000286224,0.000286224
253,451.614,1.4299,0.64629,0.85957,0.99841,1,0.995,0.64804,1.31936,0.62579,0.8972,0.000280723,0.000280723,0.000280723
254,454.301,1.29214,0.60319,0.93935,0.99841,1,0.995,0.64804,1.31936,0.62579,0.8972,0.000275222,0.000275222,0.000275222
255,456.998,1.29048,0.61616,0.99271,0.99841,1,0.995,0.64804,1.31936,0.62579,0.8972,0.000269721,0.000269721,0.000269721
256,461.212,1.32621,0.61558,0.89451,0.99422,0.99583,0.99487,0.64503,1.319,0.62156,0.89831,0.00026422,0.00026422,0.00026422
257,463.15,1.27102,0.58233,0.89399,0.99422,0.99583,0.99487,0.64503,1.319,0.62156,0.89831,0.000258718,0.000258718,0.000258718
258,466.049,1.39858,0.62381,0.86141,0.99422,0.99583,0.99487,0.64503,1.319,0.62156,0.89831,0.000253217,0.000253217,0.000253217
259,467.978,1.29403,0.57412,0.91169,0.99422,0.99583,0.99487,0.64503,1.319,0.62156,0.89831,0.000247716,0.000247716,0.000247716
260,471.152,1.3588,0.62823,0.95892,0.99463,0.99583,0.99479,0.64397,1.30102,0.61275,0.89675,0.000242215,0.000242215,0.000242215
261,473.268,1.40573,0.61934,0.9564,0.99463,0.99583,0.99479,0.64397,1.30102,0.61275,0.89675,0.000236714,0.000236714,0.000236714
262,475.097,1.43237,0.62722,0.88679,0.99463,0.99583,0.99479,0.64397,1.30102,0.61275,0.89675,0.000231213,0.000231213,0.000231213
263,477.047,1.31964,0.60885,0.92124,0.99463,0.99583,0.99479,0.64397,1.30102,0.61275,0.89675,0.000225712,0.000225712,0.000225712
264,480.434,1.44971,0.62038,0.8843,0.99415,0.99583,0.99487,0.64352,1.29615,0.60334,0.89537,0.000220211,0.000220211,0.000220211
265,482.129,1.39509,0.62215,0.90082,0.99415,0.99583,0.99487,0.64352,1.29615,0.60334,0.89537,0.00021471,0.00021471,0.00021471
266,484.214,1.34384,0.61121,0.90064,0.99415,0.99583,0.99487,0.64352,1.29615,0.60334,0.89537,0.000209209,0.000209209,0.000209209
267,486.43,1.35895,0.61826,0.91727,0.99415,0.99583,0.99487,0.64352,1.29615,0.60334,0.89537,0.000203707,0.000203707,0.000203707
268,490.031,1.4729,0.63501,0.9837,0.99277,0.99583,0.99492,0.65261,1.27565,0.59202,0.89127,0.000198206,0.000198206,0.000198206
269,492.024,1.4006,0.59582,0.961,0.99277,0.99583,0.99492,0.65261,1.27565,0.59202,0.89127,0.000192705,0.000192705,0.000192705
270,494.148,1.33869,0.59885,0.91935,0.99277,0.99583,0.99492,0.65261,1.27565,0.59202,0.89127,0.000187204,0.000187204,0.000187204
271,496.319,1.35159,0.59755,0.90435,0.99277,0.99583,0.99492,0.65261,1.27565,0.59202,0.89127,0.000181703,0.000181703,0.000181703
272,499.461,1.31171,0.59718,0.88325,0.99666,1,0.995,0.66409,1.25196,0.5821,0.88774,0.000176202,0.000176202,0.000176202
273,501.408,1.35294,0.61102,0.91011,0.99666,1,0.995,0.66409,1.25196,0.5821,0.88774,0.000170701,0.000170701,0.000170701
274,504.158,1.31316,0.59825,0.86852,0.99666,1,0.995,0.66409,1.25196,0.5821,0.88774,0.0001652,0.0001652,0.0001652
275,506.077,1.3349,0.59138,0.93783,0.99666,1,0.995,0.66409,1.25196,0.5821,0.88774,0.000159699,0.000159699,0.000159699
276,508.436,1.39001,0.65029,0.92417,0.9974,1,0.995,0.67145,1.23024,0.57153,0.88443,0.000154198,0.000154198,0.000154198
277,510.812,1.41559,0.61535,0.96242,0.9974,1,0.995,0.67145,1.23024,0.57153,0.88443,0.000148696,0.000148696,0.000148696
278,512.832,1.30622,0.62887,0.93079,0.9974,1,0.995,0.67145,1.23024,0.57153,0.88443,0.000143195,0.000143195,0.000143195
279,514.852,1.29251,0.58437,0.88372,0.9974,1,0.995,0.67145,1.23024,0.57153,0.88443,0.000137694,0.000137694,0.000137694
280,519.162,1.26653,0.59329,0.96477,0.99724,1,0.995,0.67662,1.21524,0.56178,0.88228,0.000132193,0.000132193,0.000132193
281,521.228,1.40418,0.64818,0.87412,0.99724,1,0.995,0.67662,1.21524,0.56178,0.88228,0.000126692,0.000126692,0.000126692
282,522.869,1.27797,0.58061,0.87261,0.99724,1,0.995,0.67662,1.21524,0.56178,0.88228,0.000121191,0.000121191,0.000121191
283,524.684,1.43798,0.61127,0.89617,0.99724,1,0.995,0.67662,1.21524,0.56178,0.88228,0.00011569,0.00011569,0.00011569
284,528.934,1.2875,0.60133,0.89458,0.99744,1,0.995,0.67422,1.20966,0.55463,0.8813,0.000110189,0.000110189,0.000110189
285,530.135,1.46906,0.62983,1.00703,0.99744,1,0.995,0.67422,1.20966,0.55463,0.8813,0.000104688,0.000104688,0.000104688
286,531.485,1.32951,0.59468,0.9189,0.99744,1,0.995,0.67422,1.20966,0.55463,0.8813,9.91865e-05,9.91865e-05,9.91865e-05
287,533.497,1.34776,0.62494,0.86494,0.99744,1,0.995,0.67422,1.20966,0.55463,0.8813,9.36854e-05,9.36854e-05,9.36854e-05
288,537.13,1.31338,0.58102,0.93514,0.99724,1,0.995,0.67614,1.20105,0.55016,0.87996,8.81843e-05,8.81843e-05,8.81843e-05
289,539.174,1.22223,0.55896,0.88498,0.99724,1,0.995,0.67614,1.20105,0.55016,0.87996,8.26832e-05,8.26832e-05,8.26832e-05
290,540.432,1.32821,0.60892,0.97449,0.99724,1,0.995,0.67614,1.20105,0.55016,0.87996,7.71821e-05,7.71821e-05,7.71821e-05
291,542.494,1.31759,0.60463,0.91958,0.99724,1,0.995,0.67614,1.20105,0.55016,0.87996,7.1681e-05,7.1681e-05,7.1681e-05
292,545.658,1.32983,0.59529,0.92625,0.99715,1,0.995,0.68097,1.19155,0.54698,0.87861,6.61799e-05,6.61799e-05,6.61799e-05
293,547.194,1.35863,0.64134,1.00321,0.99715,1,0.995,0.68097,1.19155,0.54698,0.87861,6.06788e-05,6.06788e-05,6.06788e-05
294,549.085,1.252,0.61684,0.89914,0.99715,1,0.995,0.68097,1.19155,0.54698,0.87861,5.51777e-05,5.51777e-05,5.51777e-05
295,551.036,1.34797,0.67905,0.94509,0.99715,1,0.995,0.68097,1.19155,0.54698,0.87861,4.96766e-05,4.96766e-05,4.96766e-05
296,553.902,1.3382,0.68179,0.90461,0.99705,1,0.995,0.68394,1.18412,0.54543,0.87729,4.41755e-05,4.41755e-05,4.41755e-05
297,555.85,1.33227,0.67001,0.94187,0.99705,1,0.995,0.68394,1.18412,0.54543,0.87729,3.86744e-05,3.86744e-05,3.86744e-05
298,557.776,1.37553,0.69799,0.92255,0.99705,1,0.995,0.68394,1.18412,0.54543,0.87729,3.31733e-05,3.31733e-05,3.31733e-05
299,559.666,1.38403,0.838,0.86795,0.99705,1,0.995,0.68394,1.18412,0.54543,0.87729,2.76722e-05,2.76722e-05,2.76722e-05
300,562.919,1.32704,0.65369,0.91041,0.99659,1,0.995,0.68185,1.18255,0.54639,0.87643,2.21711e-05,2.21711e-05,2.21711e-05
